LATITUDE,LONGITUDE,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,BOROUGH,SEVERITY
40.6354,-74.106674,04/15/2021,12:15,0,0,Unspecified,,,355       BARD AVENUE,STATEN ISLAND,0
40.781647,-73.833664,7/4/2021,14:30,0,0,Driver Inattention/Distraction,,,135-02    20 AVENUE,QUEENS,0
40.68837,-73.98056,04/14/2021,5:39,3,0,Driver Inattention/Distraction,,,9         FLATBUSH AVENUE,BROOKLYN,3
40.790417,-73.95184,04/16/2021,22:00,0,0,Other Vehicular,MADISON AVENUE,EAST 101 STREET,,MANHATTAN,0
40.6481,-73.91474,04/15/2021,20:00,0,0,Driver Inattention/Distraction,REMSEN AVENUE,DITMAS AVENUE,,BROOKLYN,0
40.71275,-73.7673,04/16/2021,14:00,0,0,Driver Inattention/Distraction,,,91-48     193 STREET,QUEENS,0
40.60069,-74.010056,04/14/2021,8:45,0,0,Traffic Control Disregarded,BELT PARKWAY,,,,0
40.738068,-73.861046,04/14/2021,17:00,0,0,Driver Inattention/Distraction,,,98-32     57 AVENUE,QUEENS,0
40.680496,-73.821365,04/15/2021,23:09,0,0,Passing Too Closely,LEFFERTS BOULEVARD,111 AVENUE,,QUEENS,0
40.61924,-73.954124,04/16/2021,15:32,0,0,Failure to Yield Right-of-Way,,,1406      EAST 21 STREET,BROOKLYN,0
40.629105,-74.034645,04/16/2021,22:45,0,0,Unspecified,80 STREET,COLONIAL ROAD,,BROOKLYN,0
40.699818,-73.920135,04/14/2021,11:40,0,0,Passing Too Closely,KNICKERBOCKER AVENUE,HIMROD STREET,,BROOKLYN,0
40.69802,-73.7623,04/14/2021,10:10,1,0,Driver Inattention/Distraction,MURDOCK AVENUE,FARMERS BOULEVARD,,QUEENS,1
40.62893,-73.971375,04/16/2021,12:30,0,0,Unspecified,OCEAN PARKWAY,AVENUE H,,BROOKLYN,0
40.831177,-73.942085,04/16/2021,16:15,0,0,Driver Inattention/Distraction,,,460       WEST 155 STREET,MANHATTAN,0
40.675037,-73.930534,2/4/2021,18:00,0,0,Passing or Lane Usage Improper,BERGEN STREET,UTICA AVENUE,,BROOKLYN,0
40.64884,-73.95102,04/14/2021,19:01,0,0,Driver Inattention/Distraction,,,2820      SNYDER AVENUE,BROOKLYN,0
40.757725,-73.779274,11/9/2021,13:30,0,0,Driver Inattention/Distraction,NORTHERN BOULEVARD,204 STREET,,QUEENS,0
40.766586,-73.9531,04/15/2021,10:13,0,0,Passing Too Closely,,,525       EAST 72 STREET,MANHATTAN,0
40.833126,-73.828285,04/14/2021,9:40,0,0,Unspecified,BRUCKNER EXPRESSWAY,EAST TREMONT AVENUE,,BRONX,0
